,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Trial Cue,Trial Response,Response Window,Trial Number,FPS Mean,FPS Variance,Condition,Trial Correct,RG Color Deficiency,Time Sent Utc,Detail,Finger Used
35,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,12,12,-1,0,115.090019,304.156738,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
36,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,5,5,-1,1,120.009842,77.72727,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
37,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,57,57,-1,2,108.701874,539.8556,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
38,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,-1,-1,-1,3,121.406731,61.7983971,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
39,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,74,74,-1,4,114.240372,326.4877,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
40,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,35,35,-1,5,114.181557,372.1719,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
41,2024-10-23T01:28:46.5390000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172964653ia1639,Successful,0,Real,Windows 10,869,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,97,97,-1,6,112.869225,464.042236,DEFAULT,1,N/A,2024-10-23T01:28:46.5390000Z,N/A,N/A
42,2024-10-24T21:12:29.8710000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_1s7297926890r26,Successful,0,Real,Windows 10,960,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,12,12,-1,0,109.521812,321.684631,DEFAULT,1,N/A,2024-10-24T21:12:29.8710000Z,N/A,N/A
43,2024-10-24T21:12:29.8710000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_1s7297926890r26,Successful,0,Real,Windows 10,960,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,8,8,-1,1,107.3562,238.422028,DEFAULT,1,N/A,2024-10-24T21:12:29.8710000Z,N/A,N/A
44,2024-10-24T21:12:29.8710000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_1s7297926890r26,Successful,0,Real,Windows 10,960,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,74,74,-1,2,107.742439,264.1821,DEFAULT,1,N/A,2024-10-24T21:12:29.8710000Z,N/A,N/A
45,2024-10-24T21:12:29.8710000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_1s7297926890r26,Successful,0,Real,Windows 10,960,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,73,73,-1,3,111.500153,200.9208,DEFAULT,1,N/A,2024-10-24T21:12:29.8710000Z,N/A,N/A
46,2024-10-24T21:12:29.8710000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_1s7297926890r26,Successful,0,Real,Windows 10,960,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 129,3,45,45,-1,4,109.567444,263.3848,DEFAULT,1,N/A,2024-10-24T21:12:29.8710000Z,N/A,N/A
